   123.000     19.020      3.576    139.500
   123.500     18.920      3.550    137.900
   124.000     18.870      3.481    136.300
   124.100     18.820      3.480    136.100
   124.200     18.810      3.476    135.500
   124.300     18.780      3.464    135.200
   124.400     18.760      3.458    134.900
   124.500     18.780      3.445    134.600
   124.600     18.750      3.440    134.300
   124.700     18.750      3.430    133.900
   124.800     18.710      3.424    133.600
   124.900     18.700      3.410    133.400
   125.000     18.690      3.403    133.000
   125.090     18.660      3.410    132.600
   125.100     18.660      3.403    132.700
   125.200     18.660      3.390    132.400
   125.300     18.640      3.377    132.100
   125.400     18.620      3.370    131.600
   125.500     18.620      3.364    131.400
   125.600     18.570      3.363    131.000
   125.700     18.550      3.363    130.600
   125.800     18.560      3.343    130.500
   125.900     18.540      3.338    130.200
   126.000     18.520      3.326    129.900
   126.500     18.440      3.287    128.200
   127.000     18.360      3.253    126.600
   127.500     18.280      3.218    125.300
   128.000     18.200      3.173    123.700
