123.0          1122.45632037           374.098155869           1495.10293588
123.3          1119.27902473           373.093143815           1490.92144759
123.6          1116.09837973           372.093560606           1486.76762812
123.9          1112.93968425           371.098889419           1482.64592002
124.2          1109.79161569           370.109096204           1478.51857478
124.5          1106.65983697           369.12429083           1474.40037443
124.8          1103.53576779           368.139195376           1470.29086982
125.1          1100.45191131           367.163336389           1466.20415514
125.4          1097.35632112           366.188102081           1462.12770902
125.7          1094.26419195           365.209423476           1458.07038739
126.0          1091.19737437           364.23871923           1454.02725772
126.3          1088.13622694           363.271372333           1450.01038142
126.6          1085.06655142           362.307487476           1445.99967233
126.9          1082.03517226           361.349476116           1441.99954173
127.2          1078.9983783           360.39600048           1438.02081559
127.5          1075.98039           359.441584055           1434.04414508
127.8          1072.96313487           358.490113323           1430.07989062
128.1          1069.96725157           357.541197113           1426.15164216
