123.0          47.2107           0.319243           -2.625943
123.3          46.9979           0.31549           -2.60899
123.6          46.7866           0.31179           -2.59219
123.9          46.5767           0.30814           -2.57564
124.2          46.3682           0.304542           -2.559142
124.5          46.161           0.300993           -2.542693
124.8          45.9552           0.297493           -2.526393
125.1          45.7508           0.294042           -2.510342
125.4          45.5477           0.290637           -2.494237
125.7          45.3459           0.287279           -2.478279
126.0          45.1455           0.283962           -2.462462
126.3          44.9464           0.28069           -2.44679
126.6          44.7486           0.277461           -2.431261
126.9          44.552           0.274276           -2.415676
127.2          44.3568           0.271134           -2.400434
127.5          44.1628           0.268033           -2.385133
127.8          43.9701           0.264974           -2.370074
128.1          43.7786           0.261955           -2.355055
