123.0          1.0519           0.00823565           -0.07848565
123.3          1.04391           0.00811298           -0.07770598
123.6          1.03599           0.00799237           -0.07693137
123.9          1.02815           0.00787377           -0.07617377
124.2          1.02038           0.00775717           -0.07542117
124.5          1.01268           0.00764251           -0.07467551
124.8          1.00506           0.00752976           -0.07394776
125.1          0.9975           0.00741889           -0.07321889
125.4          0.990012           0.00730986           -0.07249986
125.7          0.982593           0.00720262           -0.07179062
126.0          0.975242           0.00709704           -0.07108804
126.3          0.96796           0.00699319           -0.07039519
126.6          0.960746           0.00689103           -0.06971203
126.9          0.953604           0.00679055           -0.06904255
127.2          0.946544           0.00669169           -0.06839869
127.5          0.939508           0.00659445           -0.06772145
127.8          0.932464           0.00649878           -0.06697978
128.1          0.92557           0.00640466           -0.06633266
