123.0          2707.60056029           904.257026304           3607.74395661
123.3          2700.82066105           902.115855633           3598.82519344
123.6          2694.08797793           899.986949889           3589.91741821
123.9          2687.3571056           897.861190207           3581.06349955
124.2          2680.64454172           895.756641289           3572.25739235
124.5          2673.93605016           893.645977007           3563.43300404
124.8          2667.27515315           891.544385723           3554.67130883
125.1          2660.63841982           889.456249598           3545.91724482
125.4          2654.00666324           887.375329883           3537.20253439
125.7          2647.41393799           885.295157663           3528.50961817
126.0          2640.82767485           883.226830522           3519.873514
126.3          2634.25851269           881.158604864           3511.24620861
126.6          2627.69765439           879.09947961           3502.63100845
126.9          2621.19618175           877.046606664           3494.0733859
127.2          2614.72365326           874.998467352           3485.5409163
127.5          2608.27840491           872.960715201           3477.05474546
127.8          2601.84205972           870.928557262           3468.57061439
128.1          2595.42122643           868.913412372           3460.10244335
