123.0          20.8574           0.147247           -1.262947
123.3          20.7525           0.145439           -1.253939
123.6          20.6484           0.143656           -1.245156
123.9          20.545           0.141899           -1.236299
124.2          20.4424           0.140167           -1.227667
124.5          20.3404           0.13846           -1.21896
124.8          20.2392           0.136778           -1.210378
125.1          20.1387           0.135119           -1.201919
125.4          20.0389           0.133484           -1.193484
125.7          19.9398           0.131872           -1.185172
126.0          19.8414           0.130281           -1.176781
126.3          19.7437           0.128712           -1.168612
126.6          19.6467           0.127164           -1.160464
126.9          19.5503           0.125638           -1.152338
127.2          19.4547           0.124134           -1.144434
127.5          19.3596           0.12265           -1.13635
127.8          19.2653           0.121187           -1.128487
128.1          19.1716           0.119744           -1.120744
