 MH      BR bb        d1      d2    BR tautau    d1       d2    BR mumu      d1       d2     BR cc        d1      d2     BR ss        d1     d2

123.0	6.07E-01	+3.03	-3.07	6.63E-02	+5.88	-5.81	2.30E-04	+6.15	-6.09	3.06E-02	+12.20	-12.22	2.59E-04	+4.92	-4.94
123.1	6.05E-01	+3.03	-3.09	6.61E-02	+5.90	-5.79	2.29E-04	+6.13	-6.09	3.06E-02	+12.21	-12.22	2.58E-04	+4.89	-4.94
123.2	6.04E-01	+3.04	-3.10	6.60E-02	+5.88	-5.80	2.29E-04	+6.11	-6.10	3.05E-02	+12.21	-12.20	2.58E-04	+4.87	-4.95
123.3	6.02E-01	+3.04	-3.12	6.58E-02	+5.88	-5.78	2.28E-04	+6.16	-6.04	3.04E-02	+12.21	-12.21	2.57E-04	+4.92	-4.90
123.4	6.01E-01	+3.05	-3.13	6.57E-02	+5.87	-5.78	2.28E-04	+6.12	-6.04	3.03E-02	+12.23	-12.18	2.57E-04	+4.92	-4.91
123.5	6.00E-01	+3.07	-3.13	6.55E-02	+5.85	-5.77	2.27E-04	+6.13	-6.05	3.03E-02	+12.19	-12.21	2.56E-04	+4.87	-4.95
123.6	5.98E-01	+3.08	-3.14	6.54E-02	+5.84	-5.77	2.27E-04	+6.07	-6.05	3.02E-02	+12.22	-12.18	2.55E-04	+4.88	-4.95
123.7	5.97E-01	+3.09	-3.14	6.52E-02	+5.84	-5.77	2.26E-04	+6.14	-5.98	3.01E-02	+12.21	-12.19	2.55E-04	+4.88	-4.92
123.8	5.95E-01	+3.08	-3.17	6.51E-02	+5.85	-5.73	2.26E-04	+6.08	-6.00	3.00E-02	+12.24	-12.17	2.54E-04	+4.87	-4.92
123.9	5.94E-01	+3.10	-3.17	6.49E-02	+5.84	-5.73	2.25E-04	+6.09	-6.01	3.00E-02	+12.20	-12.19	2.53E-04	+4.90	-4.89
124.0	5.92E-01	+3.11	-3.18	6.48E-02	+5.81	-5.74	2.25E-04	+6.09	-5.98	2.99E-02	+12.22	-12.18	2.53E-04	+4.88	-4.90
124.1	5.91E-01	+3.12	-3.18	6.46E-02	+5.79	-5.74	2.24E-04	+6.04	-6.00	2.98E-02	+12.16	-12.22	2.52E-04	+4.81	-4.95
124.2	5.89E-01	+3.13	-3.18	6.45E-02	+5.77	-5.73	2.24E-04	+6.09	-5.96	2.97E-02	+12.21	-12.21	2.51E-04	+4.89	-4.90
124.3	5.88E-01	+3.14	-3.21	6.43E-02	+5.78	-5.72	2.23E-04	+6.06	-5.96	2.96E-02	+12.23	-12.18	2.51E-04	+4.83	-4.93
124.4	5.86E-01	+3.15	-3.22	6.41E-02	+5.79	-5.70	2.23E-04	+6.00	-5.96	2.96E-02	+12.19	-12.19	2.50E-04	+4.87	-4.91
124.5	5.84E-01	+3.16	-3.23	6.40E-02	+5.78	-5.68	2.22E-04	+6.04	-5.94	2.95E-02	+12.21	-12.21	2.50E-04	+4.82	-4.91
124.6	5.83E-01	+3.17	-3.23	6.38E-02	+5.75	-5.71	2.22E-04	+6.00	-5.98	2.94E-02	+12.19	-12.19	2.49E-04	+4.84	-4.93
124.7	5.81E-01	+3.17	-3.24	6.37E-02	+5.74	-5.69	2.21E-04	+6.00	-5.91	2.93E-02	+12.23	-12.18	2.48E-04	+4.89	-4.87
124.8	5.80E-01	+3.20	-3.25	6.35E-02	+5.74	-5.68	2.20E-04	+5.98	-5.98	2.93E-02	+12.23	-12.17	2.48E-04	+4.83	-4.91
124.9	5.78E-01	+3.19	-3.26	6.33E-02	+5.73	-5.66	2.20E-04	+6.01	-5.91	2.92E-02	+12.18	-12.21	2.47E-04	+4.87	-4.88
125.0	5.77E-01	+3.21	-3.27	6.32E-02	+5.71	-5.67	2.19E-04	+6.01	-5.86	2.91E-02	+12.17	-12.21	2.46E-04	+4.88	-4.86
125.1	5.75E-01	+3.21	-3.28	6.30E-02	+5.71	-5.64	2.19E-04	+5.95	-5.91	2.90E-02	+12.20	-12.20	2.46E-04	+4.83	-4.92
125.2	5.74E-01	+3.23	-3.29	6.29E-02	+5.71	-5.63	2.18E-04	+5.95	-5.86	2.89E-02	+12.21	-12.18	2.45E-04	+4.82	-4.87
125.3	5.72E-01	+3.24	-3.30	6.27E-02	+5.70	-5.63	2.18E-04	+5.91	-5.93	2.89E-02	+12.20	-12.19	2.44E-04	+4.86	-4.86
125.4	5.71E-01	+3.25	-3.31	6.25E-02	+5.69	-5.62	2.17E-04	+5.96	-5.87	2.88E-02	+12.20	-12.17	2.44E-04	+4.82	-4.89
125.5	5.69E-01	+3.26	-3.32	6.24E-02	+5.70	-5.60	2.16E-04	+5.97	-5.83	2.87E-02	+12.20	-12.19	2.43E-04	+4.82	-4.87
125.6	5.67E-01	+3.27	-3.32	6.22E-02	+5.67	-5.61	2.16E-04	+5.89	-5.90	2.86E-02	+12.22	-12.20	2.42E-04	+4.82	-4.87
125.7	5.66E-01	+3.28	-3.34	6.21E-02	+5.64	-5.61	2.15E-04	+5.89	-5.83	2.85E-02	+12.18	-12.18	2.41E-04	+4.83	-4.86
125.8	5.64E-01	+3.29	-3.34	6.19E-02	+5.65	-5.59	2.15E-04	+5.90	-5.84	2.85E-02	+12.21	-12.20	2.41E-04	+4.78	-4.89
125.9	5.63E-01	+3.30	-3.35	6.17E-02	+5.65	-5.58	2.14E-04	+5.92	-5.82	2.84E-02	+12.18	-12.20	2.40E-04	+4.81	-4.90
126.0	5.61E-01	+3.31	-3.36	6.16E-02	+5.62	-5.59	2.14E-04	+5.86	-5.85	2.83E-02	+12.19	-12.20	2.39E-04	+4.82	-4.88
126.1	5.59E-01	+3.32	-3.38	6.14E-02	+5.63	-5.57	2.13E-04	+5.86	-5.85	2.82E-02	+12.17	-12.22	2.39E-04	+4.83	-4.89
126.2	5.58E-01	+3.33	-3.39	6.12E-02	+5.63	-5.55	2.12E-04	+5.87	-5.79	2.81E-02	+12.16	-12.22	2.38E-04	+4.83	-4.86
126.3	5.56E-01	+3.33	-3.40	6.10E-02	+5.59	-5.55	2.12E-04	+5.88	-5.78	2.81E-02	+12.21	-12.17	2.37E-04	+4.82	-4.83
126.4	5.55E-01	+3.34	-3.41	6.09E-02	+5.60	-5.53	2.11E-04	+5.89	-5.78	2.80E-02	+12.20	-12.16	2.37E-04	+4.82	-4.83
126.5	5.53E-01	+3.35	-3.42	6.07E-02	+5.59	-5.54	2.11E-04	+5.89	-5.72	2.79E-02	+12.18	-12.16	2.36E-04	+4.83	-4.84
126.6	5.51E-01	+3.37	-3.42	6.05E-02	+5.58	-5.53	2.10E-04	+5.85	-5.73	2.78E-02	+12.18	-12.19	2.35E-04	+4.83	-4.83
126.7	5.50E-01	+3.38	-3.44	6.04E-02	+5.57	-5.52	2.10E-04	+5.78	-5.79	2.77E-02	+12.17	-12.20	2.35E-04	+4.84	-4.83
126.8	5.48E-01	+3.38	-3.45	6.02E-02	+5.56	-5.51	2.09E-04	+5.77	-5.75	2.76E-02	+12.22	-12.17	2.34E-04	+4.83	-4.83
126.9	5.46E-01	+3.40	-3.45	6.00E-02	+5.53	-5.52	2.08E-04	+5.76	-5.77	2.76E-02	+12.17	-12.20	2.33E-04	+4.79	-4.82
127.0	5.45E-01	+3.40	-3.47	5.98E-02	+5.57	-5.48	2.08E-04	+5.77	-5.74	2.75E-02	+12.18	-12.19	2.32E-04	+4.81	-4.79
127.1	5.43E-01	+3.41	-3.47	5.97E-02	+5.54	-5.49	2.07E-04	+5.76	-5.75	2.74E-02	+12.19	-12.17	2.32E-04	+4.80	-4.81
127.2	5.41E-01	+3.42	-3.49	5.95E-02	+5.54	-5.48	2.07E-04	+5.74	-5.70	2.73E-02	+12.20	-12.18	2.31E-04	+4.79	-4.80
127.3	5.40E-01	+3.43	-3.50	5.93E-02	+5.50	-5.48	2.06E-04	+5.72	-5.72	2.72E-02	+12.15	-12.19	2.30E-04	+4.78	-4.82
127.4	5.38E-01	+3.44	-3.51	5.92E-02	+5.52	-5.45	2.05E-04	+5.74	-5.71	2.71E-02	+12.20	-12.14	2.30E-04	+4.81	-4.82
127.5	5.36E-01	+3.45	-3.53	5.90E-02	+5.50	-5.46	2.05E-04	+5.71	-5.72	2.71E-02	+12.16	-12.21	2.29E-04	+4.79	-4.83
