123.0          1238.0922955           410.467400482           1646.50038176
123.3          1234.50738299           409.36268662           1641.96137828
123.6          1231.05949054           408.285910271           1637.47800767
123.9          1227.95167788           407.210045491           1633.10911639
124.2          1224.83672729           406.148767576           1628.73001204
124.5          1221.3577385           405.101227196           1624.25936535
124.8          1217.94242529           404.055874748           1620.00288086
125.1          1214.63128727           403.024087307           1615.64532276
125.4          1211.53533631           402.005560348           1611.23868507
125.7          1208.13052646           400.84925873           1606.84795555
126.0          1204.87549587           399.833901065           1602.40657689
126.3          1201.54331356           398.788869057           1597.93986342
126.6          1198.30392911           397.692463409           1593.53324121
126.9          1194.98641459           396.58279568           1590.73313922
127.2          1191.62875898           395.581935949           1585.54880724
127.5          1188.41847654           394.669302786           1581.31565318
127.8          1185.23140592           393.411176743           1576.93646566
128.1          1182.23401751           392.468829767           1572.55614782
